Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-2 Overall Footnote,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,HBIPS-3 Overall Footnote,HBIPS-5 Measure Description,HBIPS-5 %,HBIPS-5 Denominator,HBIPS-5 Footnote,SMD Measure Description,SMD %,SMD Denominator,SMD Footnote, SUB-2/-2a Measure Description,SUB-2 %,SUB-2 Denominator,SUB-2 Footnote ,SUB-2a %,SUB-2a Denominator,SUB-2a Footnote , SUB-3/-3a Measure Description,SUB-3 %,SUB-3 Denominator,SUB-3 Footnote ,SUB-3a %,SUB-3a Denominator,SUB-3a Footnote ,TOB-2/-2a Measure_Desc,TOB-2 %,TOB-2 Denominator,TOB-2 Footnote,TOB-2a %,TOB-2a Denominator,TOB-2a Footnote,TOB-3/-3a Measure Description,TOB-3 %,TOB-3 Denominator,TOB-3 Footnote,TOB-3a %,TOB-3a Denominator,TOB-3a Footnote,TR-1 Measure Description,TR-1 %,TR-1 Denominator,TR-1 Footnote,TR-2 Measure Description,TR-2 %,TR-2 Denominator,TR-2 Footnote,Start Date,End Date,FUH Measure Description,FUH-30 %,FUH-30 Denominator,FUH-30 Footnote,FUH-7 %,FUH-7 Denominator,FUH-7 Footnote,FUH Measure Start Date,FUH Measure End Date,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 Measure Description,IMM-2 %,IMM-2 Denominator,IMM-2 Footnote,Flu Season Start Date,Flu Season End Date,Location
524014,BROWN COUNTY COMMUNITY TREATMENT CTR,3150 GERSHWIN DRIVE,GREEN BAY,WI,54311,BROWN,Hours of physical-restraint use,0,17,4097,,Hours of seclusion use,2,219,4097,,Patients discharged on multiple antipsychotic medications with appropriate justification,6,89,,Screening for metabolic disorders (SMD),75,264,,Alcohol use brief intervention provided or offered,100,228,,97,228,,Alcohol and other drug use disorder treatment provided or offered at discharge,0,228,,0,228,,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),0,789,,Timely transmission of transition record (TR2),0,789,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,39,62,,5,62,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,152,22,17,28,,42552,43281,Influenza immunization (IPFQR-IMM-2),7,284,,43374,43555,"3150 GERSHWIN DRIVE GREEN BAY, WI 54311 (44.523812, -87.926171)"
251300,S E LACKEY MEMORIAL HOSPITAL,330 N BROAD STREET,FOREST,MS,39074,SCOTT,Hours of physical-restraint use,0,0,1882,,Hours of seclusion use,0,0,1882,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,85,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,89,19,,89,19,,Tobacco use treatment provided or offered at discharge,29,17,,29,17,,Transition record with specified elements received by discharged patients (TR1),99,171,,Timely transmission of transition record (TR2),99,171,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,87,39,,69,39,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,270,21,17,26,,42552,43281,Influenza immunization (IPFQR-IMM-2),96,77,,43374,43555,"330 N BROAD STREET FOREST, MS 39074 (32.365907, -89.470963)"
434003,SOUTH DAKOTA HUMAN SERVICES CENTER,3515 BROADWAY AVE   POST OFFICE BOX 7600,YANKTON,SD,57078,YANKTON,Hours of physical-restraint use,0,64,11083,,Hours of seclusion use,1,138,11083,,Patients discharged on multiple antipsychotic medications with appropriate justification,50,46,,Screening for metabolic disorders (SMD),91,341,,Alcohol use brief intervention provided or offered,45,157,,45,157,,Alcohol and other drug use disorder treatment provided or offered at discharge,18,288,,18,288,,Tobacco use treatment provided or offered,77,256,,34,256,,Tobacco use treatment provided or offered at discharge,16,228,,0,228,,Transition record with specified elements received by discharged patients (TR1),0,453,,Timely transmission of transition record (TR2),57,453,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32,76,,11,76,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,282,17,14,21,,42552,43281,Influenza immunization (IPFQR-IMM-2),72,302,,43374,43555,"3515 BROADWAY AVE   POST OFFICE BOX 7600 YANKTON, SD 57078 (42.915206, -97.39766)"
450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,MCKINNEY,TX,75069,COLLIN,Hours of physical-restraint use,0,9,10548,,Hours of seclusion use,0,2,10548,,Patients discharged on multiple antipsychotic medications with appropriate justification,99,70,,Screening for metabolic disorders (SMD),100,412,,Alcohol use brief intervention provided or offered,100,138,,100,138,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,186,,100,186,,Tobacco use treatment provided or offered,100,286,,50,286,,Tobacco use treatment provided or offered at discharge,96,251,,30,251,,Transition record with specified elements received by discharged patients (TR1),100,686,,Timely transmission of transition record (TR2),100,686,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52,238,,35,238,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,781,28,26,31,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,328,,43374,43555,"4500 MEDICAL CENTER DRIVE MCKINNEY, TX 75069 (33.159842, -96.635503)"
194094,PHYSICIANS BEHAVIORAL HOSPITAL,2025 DESOTO ST,SHREVEPORT,LA,71103,CADDO,Hours of physical-restraint use,0,0,3999,,Hours of seclusion use,0,0,3999,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,11,,Screening for metabolic disorders (SMD),100,428,,Alcohol use brief intervention provided or offered,100,209,,100,209,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,209,,100,209,,Tobacco use treatment provided or offered,100,369,,3,369,,Tobacco use treatment provided or offered at discharge,100,369,,0,369,,Transition record with specified elements received by discharged patients (TR1),100,428,,Timely transmission of transition record (TR2),100,428,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38,247,,26,247,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,523,17,14,20,,42552,43281,Influenza immunization (IPFQR-IMM-2),0,209,,43374,43555,"2025 DESOTO ST SHREVEPORT, LA 71103 (32.472758, -93.771086)"
334003,ST LAWRENCE PSYCH CENTER,ONE CHIMNEY POINT DRIVE,OGDENSBURG,NY,13669,ST. LAWRENCE,Hours of physical-restraint use,0,32,21127,,Hours of seclusion use,0,37,21127,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,24,,Screening for metabolic disorders (SMD),62,211,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),99,459,,Timely transmission of transition record (TR2),99,459,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,42552,43281,Influenza immunization (IPFQR-IMM-2),99,207,,43374,43555,
454127,ROCK SPRINGS,700 SOUTHEAST INNER LOOP,GEORGETOWN,TX,78626,WILLIAMSON,Hours of physical-restraint use,0,9,20551,,Hours of seclusion use,0,2,20551,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),77,257,,Alcohol use brief intervention provided or offered,92,226,,92,226,,Alcohol and other drug use disorder treatment provided or offered at discharge,65,325,,62,325,,Tobacco use treatment provided or offered,84,325,,23,325,,Tobacco use treatment provided or offered at discharge,41,309,,1,309,,Transition record with specified elements received by discharged patients (TR1),63,608,,Timely transmission of transition record (TR2),63,608,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51,110,,27,110,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,378,20,17,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),87,296,,43374,43555,"700 SOUTHEAST INNER LOOP GEORGETOWN, TX 78626 (30.607951, -97.673767)"
114019,GEORGIA REGIONAL HOSPITAL ATLANTA,3073 PANTHERSVILLE ROAD,DECATUR,GA,30034,DE KALB,Hours of physical-restraint use,4,8679,85348,,Hours of seclusion use,0,259,85348,,Patients discharged on multiple antipsychotic medications with appropriate justification,25,223,,Screening for metabolic disorders (SMD),0,885,,Alcohol use brief intervention provided or offered,76,55,,67,55,,Alcohol and other drug use disorder treatment provided or offered at discharge,12,296,,2,296,,Tobacco use treatment provided or offered,68,341,,59,341,,Tobacco use treatment provided or offered at discharge,56,327,,17,327,,Transition record with specified elements received by discharged patients (TR1),0,995,,Timely transmission of transition record (TR2),0,995,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,29,17,,18,17,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,49,18,13,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),8,394,,43374,43555,"3073 PANTHERSVILLE ROAD DECATUR, GA 30034 (33.694288, -84.271981)"
444002,MOCCASSIN BEND MENTAL HEALTH INSTITUTE,100 MOCCASIN BEND ROAD,CHATTANOOGA,TN,37405,HAMILTON,Hours of physical-restraint use,1,645,32742,,Hours of seclusion use,0,147,32742,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),78,250,,Alcohol use brief intervention provided or offered,87,78,,76,78,,Alcohol and other drug use disorder treatment provided or offered at discharge,32,365,,31,365,,Tobacco use treatment provided or offered,49,371,,43,371,,Tobacco use treatment provided or offered at discharge,22,363,,0,363,,Transition record with specified elements received by discharged patients (TR1),17,589,,Timely transmission of transition record (TR2),14,589,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49,65,,12,65,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,244,18,15,22,,42552,43281,Influenza immunization (IPFQR-IMM-2),7,288,,43374,43555,"100 MOCCASIN BEND ROAD CHATTANOOGA, TN 37405 (35.027244, -85.335497)"
374001,NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),1 MILE EAST US HIGHWAY 270,FORT SUPPLY,OK,73841,WOODWARD,Hours of physical-restraint use,0,0,5850,,Hours of seclusion use,0,20,5850,,Patients discharged on multiple antipsychotic medications with appropriate justification,21,52,,Screening for metabolic disorders (SMD),63,300,,Alcohol use brief intervention provided or offered,100,160,,100,160,,Alcohol and other drug use disorder treatment provided or offered at discharge,76,160,,24,160,,Tobacco use treatment provided or offered,100,407,,96,407,,Tobacco use treatment provided or offered at discharge,58,406,,0,406,,Transition record with specified elements received by discharged patients (TR1),61,568,,Timely transmission of transition record (TR2),61,568,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,30,43,,12,43,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,90,18,13,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),84,269,,43374,43555,
364060,GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,196 COLONIAL DRIVE,YOUNGSTOWN,OH,44504,MAHONING,Hours of physical-restraint use,0,0,2925,,Hours of seclusion use,0,1,2925,,Patients discharged on multiple antipsychotic medications with appropriate justification,91,11,,Screening for metabolic disorders (SMD),0,46,,Alcohol use brief intervention provided or offered,24,17,,18,17,,Alcohol and other drug use disorder treatment provided or offered at discharge,11,35,,9,35,,Tobacco use treatment provided or offered,65,68,,18,68,,Tobacco use treatment provided or offered at discharge,45,49,,2,49,,Transition record with specified elements received by discharged patients (TR1),75,153,,Timely transmission of transition record (TR2),78,153,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,42552,43281,Influenza immunization (IPFQR-IMM-2),1,302,,43374,43555,"196 COLONIAL DRIVE YOUNGSTOWN, OH 44504 (41.137016, -80.663128)"
240001,NORTH MEMORIAL HEALTH,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,HENNEPIN,Hours of physical-restraint use,1,156,8168,,Hours of seclusion use,1,274,8168,,Patients discharged on multiple antipsychotic medications with appropriate justification,89,18,,Screening for metabolic disorders (SMD),59,349,,Alcohol use brief intervention provided or offered,89,158,,79,158,,Alcohol and other drug use disorder treatment provided or offered at discharge,78,253,,76,253,,Tobacco use treatment provided or offered,87,309,,31,309,,Tobacco use treatment provided or offered at discharge,0,210,,0,210,,Transition record with specified elements received by discharged patients (TR1),74,621,,Timely transmission of transition record (TR2),10,621,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,62,77,,26,77,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,226,16,13,20,,42552,43281,Influenza immunization (IPFQR-IMM-2),98,313,,43374,43555,"3300 OAKDALE NORTH ROBBINSDALE, MN 55422 (45.014214, -93.321172)"
44006,VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO DRIVE,BARLING,AR,72923,SEBASTIAN,Hours of physical-restraint use,0,133,27903,,Hours of seclusion use,1,365,27903,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,12,,Screening for metabolic disorders (SMD),68,263,,Alcohol use brief intervention provided or offered,81,16,,75,16,,Alcohol and other drug use disorder treatment provided or offered at discharge,10,125,,6,125,,Tobacco use treatment provided or offered,75,138,,8,138,,Tobacco use treatment provided or offered at discharge,40,131,,2,131,,Transition record with specified elements received by discharged patients (TR1),85,613,,Timely transmission of transition record (TR2),81,613,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,180,,27,180,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,441,20,17,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),75,323,,43374,43555,"10301 MAYO DRIVE BARLING, AR 72923 (35.340633, -94.313322)"
